,comp_name,job_description,job_location,job_posted,job_title
416,UST Global Inc,  UST Global is seeking AWS Network Architects for Contract to Hire and Full Time Employee. Relocation provided for FTE.  At UST Global  you re surrounded by smart people solving significant  next generation technology problems for Fortune     companies all over the world. You have the opportunity to innovate  inspire  evolve and make the world a better place. If you want career growth  a fun and challenging workplace and company ethics that nurture your wellbeing and work life balance  work with us. AWS Network Architect    Required skillsets  Excellent knowledge on switching and routing conceptsHands on expertize with enterprise level WAN LAN switching technologiesClear understanding on different variants of STP  VRRP  VLAN and loop prevention protocolsWorking knowledge in routing and switching protocols like BGP  OSPF  L3   L  MPLS  QoS  Multicast etcExpertize and understanding on the physical mediums like Ethernet   G    G    G   Frame Relay  Leased Lines  concepts and technologiesExperience supporting both Wide Area Network and Network security   Firewall  VPN  in a geographically diverse environment.Solid understanding in Datacenter solutions  data center best practices   redundancy and DRExperience in DNS  DHCP server administration and configurationSolid Knowledge experience on the virtualization and virtual networksKnowledge experience in the AWS cloud networking like VPC  Direct Connect  etc..Knowledge experience on the load balancers including AWS ELBKnowledge experience on the web proxy servers ,"Seattle, WA",2 weeks ago,AWS Network Architect
417,ClientSolv Inc, ClientSolv Technologies is an IT solution firm with over a decade of experience serving Fortune      companies  public sector and small to medium sized companies. ClientSolv Technologies is a woman owned and operated company that is certified as a WMBE   a firm by the Federal government s Small Business Administration.One of our clients  is seeking a PHP Full Stack Developer professional for a Fulltime  Permanent opportunity in Kirkland WA Please send resumes to jan.jayshankar clientsolv.com or call 3 3 3        x   JOB DESCRIPTION  Job Title   PHP Full Stack DeveloperLocation  Kirkland WAPurpose of Position Design  develop  test  deploy   support Operations Support Systems  OSS  software for the monitoring  provisioning  and activation of video  high speed data  and phone services in a Telecommunications Services Provider environment. Responsibilities include Design  develop  and maintain various backend APIs and web applications with a variety of languages including but not limited to PHP  JavaScript  and HTML.Troubleshoots  identifies and resolves performance problems.Collaborate with peers on best practices and promote knowledge sharing.Availability for after hours maintenance and upgrades.On call response for after hours outages.Qualifications Minimum 3 years of PHP development experience.Experience with Object Oriented Programming  and MVC frameworks such as Laravel.Minimum 3 years of experience with SQL and database modeling.  Preferably MySQL Experience building and consuming REST and SOAP API services.Minimum 3 years of experience with HTML  CSS  and familiarity with frameworks such as Bootstrap and Foundation.Minimum 3 years of experience with Javascript and familiarity with frameworks such as AngularJS.Linux systems administration experience especially for web and database.  Preferably CentOS or RHEL Experience with version control systems such as Git.Willing and capable of picking up a new language or framework.Ability to effectively communicate both written and verbally.   ,"Kirkland, WA",3 weeks ago,PHP Developer
418,Cayuse Technologies,  We need an SAP MDG guru to join our growing team  REQUIREMENTSSolid      years of SAP MDG functional experienceMust have      Implementation experience in SAP MDG along with knowledge on Workflows  Reporting  CVI  Solid understanding of MDG architecture   BRF+  OO ABAP  ALE IDOCs .Minimum   implementations Hands on MDG skillset needed  to perform analysis  create functional specs  get these reviewed by stakeholdersExperience working in large implementation with multiple dependencies  both internal   external interfaces Data design analysis and problem solving skillsExcellent collaboration and verbal written communication skills  Since this role will need customer facing work and client management skills.Analyze an organization and design its processes and systems  assessing the business model and its integration with technology. Assess current state  identify customer requirements  and define the future state and or business solution.Research  gather and synthesize information. ,"Seattle, WA",1 week ago,SAP MDG Developer
419,Slalom Consulting,  Our growing Business Applications and Integration Practice is looking for a self driven individual with a  get it done  attitude and a passion to solve complex business and technology problems. This individual will shepherd business requirements into working solutions through building and delivering intelligent and robust integration solutions for Slalom clients. These solutions will leverage integration platforms where possible and extend the platform using custom code. Responsibilities Successful track record of delivering quality results in cross functional work environments and teams.Ability to define and shepherd requirements into technical solutions and lead design sessions and technical solutionsDefine and clearly communicate requirements to all stakeholdersDesign and architect integrations for  Marketing Automation  Payments  Billing  Identity  Profile CRM  Analytics  Ad Server  Digital Asset ManagementMonitor and manage implementation to ensure high quality and alignment with defined requirementsOwn complete lifecycle of delivery including Architecture  design  development  test  and document integration solutions  custom development  and data migration elements of a business applications in the CRM  ERP  HCM domainQualifications  + years demonstrated expertise designing  implementing  and supporting Enterprise grade technical solutions meeting complex business requirements3+ years experience providing technical solutions development for SaaS and on prem applications using Java or .Net Technologies.Interface architecture knowledge with one or more on premise   SaaS packaged solutions for ERP  CRM  e Commerce  or mobile  e.g. Salesforce.com  NetSuite  Oracle  SAP  WorkDay  Ariba etc. Integration architecture experience with MuleSoft  Boomi  Informatica or other middleware solutions such as IBM  BEA  Oracle  Tibco  Progress Sonic  etcExperience with API Management  Tomcat  XML  JMS  WS    SOA integration technologies and standardsExcellent written and verbal communication skills and strong cognitive ability especially with respect to understanding  documenting  and describing complex technical subjectsBachelor s degree in a technical discipline or equivalent industry experienceAbility to program in Java  JavaScript  C#  .NET  SQLFamiliarity with multiple programming environments and toolsStrong problem solving and software triage skills with the ability to work cross functionally in a fast paced and rapidly changing work environmentDemonstrated skills in helping negotiate priorities and resolving conflicts among project stakeholders  such as customers  product management  and engineering Knowledge of QA processes and test driven developmentFamiliarity with agile software delivery methodologies such as ScrumFor immediate consideration  please forward submit resume to recruit seattle slalom.com Slalom is an equal opportunity employer and all qualified applicants will receive consideration for employment withouth regard to race  religion  sex  national origin  disability status  protected veteran status  or any other characteristic proetected by the law.  ,"Seattle, WA",3 weeks ago,Systems Integration Architect
420,Wipro Ltd., Install  configure and administer Windows based server network  with a combination of physical  Hyper V virtual servers and Azure IaaS servers.Good command on SCVMM in managing Hyper V servers.Ensure server performance and maintain applications on servers. Knowledge of IIS a definite plus.Knowledge to fine tune existing SCOM monitors a definite plus.Problem solving and documentation of current and new servers in both physical and virtual environments.Perform and oversee continuous system health checks and application of patches and upgrades.Performs data management services and server tuning.Perform server database backups   restores.Increase reliability and enhance efficiencies by creating and updating PowerShell scripts.Assists in the operations and maintenance of the Pre prod and Prod environments.Install and troubleshoot MS SQL databases servers.Sound knowledge on Software and Service deployments using Octopus and Jenkins tools.Knowledge on Azure fabric deployment.Assist in creating documentation as required. ,"Redmond, WA",2 weeks ago,Azure Engineer
421,RhythmOne, You are the network specialist that the business looks to  for resolving their technology challenges. You establish and maintain co workers trust as the skilled expert  in assisting troubleshooting and repairing network related problems. You use problem solving and people skills to assure swift resolutions of their technical problems. You provide up to date advice and support every day with a smile. Why this role You have the ability to grow and implement ideas without being pigeon holedYou can design and pitch ideas  and be heardYou work with cutting edge technology and high end devices in a fast paced environmentDesigning and scaling networks to handle     B requests day piques your interest.Enable and empowering co workers and the company to optimal performance.You want to be challenged. Responsibilities Design  document  implement  monitor  and secure global network infrastructureDaily support of an international WAN  troubleshooting  identifying and resolving network issuesPurchase  configure  install  and implement data center and office technology infrastructure as requiredIdentify and implement solutions to improve the work life quality of your co workers  and to improve effectiveness and efficiency on an ongoing basisRequirements Exceptional knowledge of Juniper MX and most Cisco network equipmentExceptional knowledge of networking protocolsStrong leadership and people skillsStrong organizational and documentation skillsManaging and maintaining a complex network infrastructure with offices around the worldAbility to maintain composure and customer focus while troubleshooting and solving technical issues.Ability to adhere to a schedule of customer appointments.Strong sense of curiosity and passion for technology.Skills BA BS in related field or equivalent experience  + years  experience in a network systems environment F  GTM LTMJuniper Switching and FirewallExtensive BGP iGBP knowledgeJNCIP or JNCIE  CCNA CCIEMAC  Linux and PC ExperienceDNS  internal and external   BIND  Route 3Call Manager   Unity   .x VOIP experienceAWS Azure Rackspace BlueBoxMust be flexible and work well independently and in a team environment Must be able to carry a pager and be on call rotationOccasional Night Weekend Holiday work requiredAbout RhythmOne.RhythmOne is a media technology company with a focus on the high growth areas of mobile  video  social and programmatic. It is our mission to connect audiences and brands through premium content  across devices  at scale. If you are someone with a passion for advertising  and get excited about the combined potential of technology and are creative in developing cutting edge consumer experiences  we would love to hear from you. We are a publicly traded company but act like a startup.  Innovative thinking thrives here. Check us out at www.rhythmone.comPlease NO Agencies or Third Party Vendors. Visa sponsorship is NOT available for this role RhythmOne is an equal opportunity employer.   ,"Bellevue, WA",1 week ago,Senior Network Engineer
422,HCL America Inc., HCL America is seeking a Campus Recruiter to join our Talent Acquisition team in either Redmond  WA or Cary  NC. This position will be responsible for developing and maintaining relationships with target schools and the high volume recruitment of college candidates.As a member of the Talent Acquisition University Relations team  you would be expected to Develop and maintain relationships with key contacts at target schools including academic faculty  career services  development offices  student organizations  etc.Promote the company s brand and image on assigned college campuses.Execute recruitment strategies to reach high volume campus hiring goals.Implement sourcing strategies to identify talented college candidates while paying particular attention to diversity initiatives.Serve as the initial contact for prospective students that are recent and future graduates.Work with recruiting teams to staff campus events and interview schedules for each university.Conduct the initial screening on campus to determine suitability and interest and educate college candidates on the company and our opportunities.Manage and coordinate interviews between Candidates and Hiring Managers.Manage and coordinate all communication with candidates throughout the Recruitment  Selection and Hiring Cycle.Extend verbal offers of employment to college candidates under the direction of the Hiring Managers and within the guidelines of Company s Compensation policy.Ensure all proper paperwork and documentation is completed for all college candidates throughout the recruitment process.Manage all college candidate data tracking  reporting and analysis.Analyze progress and results at assigned schools  identify best practices and develop strategic recommendations for future recruiting.Job RequirementsQualifications Minimum of   years of corporate experience in full lifecycle recruiting with a minimum of   yrs experience in College Hiring and in implementing College Relations programs.Minimum of a college degreeAn expert level of knowledge in all full lifecycle recruiting components including  but not limited to  sourcing  qualifying  networking  assessing   job analysis  relationship management  and due diligenceKnowledge and past use of a server based applicant tracking systemExcellent project management  writing  and oral communication skills are required.Strong presentation and public speaking skills.Demonstrated ability to function recruit on a national  multi location level.Ability to handle sensitive and confidential information appropriately.Good knowledge of Microsoft Office Suite of applications and the use of email.Must be Internet savvy and experienced in mining online databasesTravel to selected universities as needed      travel required.For more information on our company  please visit our website at www.hcltech.com ,"Redmond, WA",3 days ago,Senior University/Campus Recruiter
423,Mainz Brady Group, We are seeking strong Java Developers for our Seattle  WA office to drive the development of a brand new platform and raise the bar on engineering practices.     This is a full time opportunity going quick.Skills that interest me Solid coding skills using Java and Spring Framework Strong experience with design and development Knowledge of Object Oriented Programming concepts  SOA architecture.Database experience on SQL and MongoDBExperience leading code reviews and technical design meetingsSkills that REALLY interest me Great communication skillsA passion to develop software and collaborate with other engineersDo you thrive  in an agile development environments  Are you  passionate about creating new and innovative ways of getting more meaning out of data  If so  this could be for you Please send your resume to Ashley at resumes mbg.com and reference JO#AW  3  Mainz Brady Group provides technology staffing solutions to the best known companies in Software Development  Finance  Electronics Manufacturing  Retail  R D  Services  Biotechnology  Healthcare and Telecommunications.We specialize in Information Technology  Technical Sales and Marketing Staffing on a Contract  Contract to Hire  and Direct Hire basis.To see a complete listing of all current openings please visit us at www.mbg.com To download our FREE Mobile Apps  MBG Jobs   visit www.mbg.com mobileapps ,"Seattle, WA",3 weeks ago,Java Developer
424,Direct Technology, We are looking for a talented senior level Software Development Engineer in Test  SDET  to join a growing engineering team. Cloud computing is one of today s hottest technologies  and our client is leading the way by providing self service virtual data centers in just a few clicks. As a team member  you ll work closely with developers to make sure the product delivered meets requirements  is scalable  highly available  and secure. We encourage creativity and initiative  and measures by results  not hours.We use agile development techniques  and build primarily with open source software and tools such as Linux  Python  and Ruby. We release major features the first Tuesday of every month. QA and development are in the same organization   no throwing code over the wall here Responsibilities Design and develop new automated test frameworks and toolsExtend existing frameworks where appropriateWork closely with a talented team of engineers and architectsDefine scalability  availability  security  and performance goalsResolve major customer technical issuesResearch and experiment with key test technologies and standardsAssist with release planningRequired background and skills BS in Computer Science  or equivalent degree or experience  + years experience designing and implementing test automation or frameworksStrongly preferred background and skills Experience developing test frameworks in Java  C#  or PythonExperience designing and developing automation tools and frameworks for multi tiered systemsDemonstrated ability to use test tools and methods and analyze the resultsFamiliarity with any of  storage system internals  network protocols such as TCP IP  service oriented architectures ,"Seattle, WA",1 week ago,Sr. SDET
425,Strivector,    The best way to predict the future is to create it.    Abraham Lincoln ABOUT STRIVECTORStrivector is a recruitment and staffing agency. We work with some of the leading  fastest growing companies in the United States. Our clients are growing so fast that they cant hire good people fast enough to keep up with their growth.  So we help them. We reach out to awesome talented individuals like you and connect them to their dream companies and dream jobs.If youre the best  and you are looking for something better  lets talk.   D THE EMPLOYEROur Client focuses on innovating e Education to make it a crucial way of learning. They help improve education for millions of students around the world and is also an e commerce Giant. THE JOBIf you are a talented software engineer who is passionate about transform ing education  then we want to talk to you  As a member of the team  you will have the opportunity to play a key role in building brand new software products and features from the ground up. Your work will allow you to utilize a melting pot of technologies  programming languages  and systems and require you to keep up with the ever changing technological landscape. You could build cool system  services  apps and website features to help students  professors  life long learners and make the client an important figure in this field  Your responsibilities will include all aspects of software development  with the freedom and encouragement to explore your own ideas  and the reward of seeing your contributions benefit customers worldwide. DESIRED SKILLS AND EXPERIENCEWe are looking for Software Engineers that will work on various critical components to create and deliver software  take ownership of projects from start to finish  and work independently or with a project team. Bachelor s Degree in Computer Science or related field  + years professional experience in software development Computer Science fundamentals in object oriented design Computer Science fundamentals in data structures Computer Science fundamentals in algorithm design  problem solving  and complexity analysis Proficiency in  at least  one modern programming language such as C  C++ or Java Proficiency in English at business level Strong technical skills  you are an expert in Java  C++ or Objective C. You possess expertise in several following technologies  Linux  iOS  Android  Windows  HTML  AJAX  JavaScript  CSS  Web services  distributed systems  open source frameworks. Software Development Best Practice Advocate  you are familiar with and willing to influence the team to follow the best professional software engineering practices for the full software development life cycle  including coding standards  code reviews  source control management  build processes  continuous deployment  testing  and operations. Experience in Agile development and working closely with designers and product managers. Results Driven  you have a track record of rapid and iterative product development for large scale distributed system Customer Obsession  you have a genuine passion for the teams mission and purpose.We understand that even if you are a seasoned Software Engineers you may not have all the skills listed here.If you are a good at what you do and have a willingness to learn  lets talk. ADDITIONAL INFORMATIONCompensation  Based on Experience. One of the best in the industryMinimum Education  Bachelors  or Equivalent Experience Minimum Experience   + years of Software Engineering experience in Java or Related technologiesType of position   Full Time  Direct HireTelecommute   NoLocation  Seattle  WA   ,"Seattle, WA",1 day ago,Software Developer
426,Slalom Consulting, Slalom Consulting is seeking a talented Drupal developer to join the Portals and Collaboration Practice in Seattle. This individual will design  develop  and support solutions and provide technical guidance and leadership on Drupal   and    participate in the testing process through review and analysis  and support and or install software applications and operating systems.Slalom Consulting is seeking a talented Drupal developer to join the Portals and Collaboration Practice in Seattle. This individual will design  develop  and support solutions and provide technical guidance and leadership on Drupal   and    participate in the testing process through review and analysis  and support and or install software applications and operating systems. ResponsibilitiesConfigure and setup Drupal    Troubleshoot performance and fine tune application architecture and environmentsImplement Drupal integrations with CRM and eCommerceAnalyze business requirements and recommend how they map to features of the chosen CMS platformDevelop custom components using client side and server side programming languages interfacing with CMS APIsDesign  develop  and support database solutions using data schemas  stored procedures  triggers  and functionsImplement user interfaces based on designs provided by designers using HTML  CSS  and JavaScriptImplement responsive designs that work on form factors such as laptops  tablets  and smart phonesProvide technical guidance and leadership on CMS implementations  administration  deployments  quality assurance  user acceptance testing  and stress testingProactively monitor  troubleshoot  plan  and repair performance and scalability issues in the development lifecycle to sustain growth and maintain strong performanceResearch and evaluate new features  technologies  and current trends to support both strategic and tactical development initiativesDevelop and integrate new features and functionality  or develop enhancements to existing application functionalityQualificationsProfessional standards based web development experience using Drupal   and  Proficiency in PHP  SQL  JQuery  CSS and Views + years of deep development experienceExperience with implementing custom database solutionsExperience developing web pages and components based on mockups from designersBS DegreeFor immediate consideration  please submit resume to recruit seattle slalom.com. Slalom is an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race  color  religion  sex  national origin  disability status  protected veteran status  or any other characteristic protected by the law.       ,"Seattle, WA",3 weeks ago,CMS Web Developer
427,Chameleon Technologies, This position is well suited for someone who is highly driven  willing to learn  and enjoys administering database innovations in a fast growing  dynamic team atmosphere.  You will be given plenty of opportunity to directly contribute to the satisfaction of our customers and the bottom line of the company.  You ll succeed by demonstrating a superb understanding of how to monitor  maintain  administer  and optimize database applications operating at a very large scale.  Our ideal candidate will have expertise in all aspects of RDBMS  plus the ability to communicate persuasively and positively to challenge peers to deliver the highest quality solutions.    Key Responsibilities Requirements The scope of this position is only limited by the qualified candidate s technical aspirations and ability to deliver.  You will Provide technical project leadership to optimize and tune large scale high availability database systems to maximize their performance and operation.Create corporate reporting systems that communicate key database metrics for both pro active and re active measures.Contribute to daily database operations  including monitoring system throughput  storage management  backups  index maintenance and troubleshooting.Monitor and tune ETL  Extract  Transform  and Load  modules that work with external clients  databases and enterprise back office systems.Develop  build and execute ad hoc solutions to solve immediate business needs  including creation of procedures  queries  and coding scripting as may be required.Manage production database servers  make architectural recommendations  and develop data analysis toolsets for the business.Work closely with support and development teams to regularly deploy database schema updates and push best operational practices back into development.Provide off hours monitoring and support.  Help formalize escalation paths  coverage maps  and incident response procedures.B.S. or higher degree in Computer Science  Mathematics or other technical discipline.  ,"Bellevue, WA",3 days ago,Sr. SQL Database Administrator
428,RiverPoint Group, RiverPoint Group has an immediate opening for a .Net Software Engineer for a permanent position located in Kent  WA to perform a variety of programming duties  including both new program creation and program maintenance  testing and documentation for application software for the company and clients under direction.  He She assists in system design and requirements definitions and operates from established departmental systems  programming  testing and documentation standards under general direction.  The Software Engineer II receives moderate supervision  and decisions are restricted to developing solutions to system requirements and program function.  This position involves limited project management and issue management.  LOCAL candidates are only being considered at this time.  US Citizens and those authorized to work in the US are encourage to apply.  We are unable to sponsor Visas at this time. Responsibilities  Provides programming of low to high complexity for web based or desktop GUIs  statistical reports  database management programs including data conditioning and decision support systems  desktop database publishing and other database marketing applications.  Develops and executes unit tests  integration tests and testing automation.  Develops end to end solutions of low to moderate complexity  and of high complexity with direction.  Performs necessary analysis  including development elaboration of functional specifications.  Assists in the development of system designs and requirements definitions.  Provides time quotations on proposed application development or enhancement work.  Creates specifications and defines requirements for applications and application enhancements with limited assistance.  Provides limited assistance and training to other personnel in the I.S. Department as required.  Participates in development of I.S. Department internal standards  operating procedures  tactical and strategic planning.   Develops supporting application and process documentation for client and internal applications under direction of Sr. Software Engineer or Director  I.S.   Provides training on applications where necessary.   Automates and deploys applications in a production environment.  Provides network hardware software support as required.  Understands and operates under departmental systems  programming  testing and documentation standards  provides limited assistance in the development of departmental standards. Qualifications  This position requires a Bachelor s degree and a minimum of     years of technical programming experience  or a relevant combination of education and experience.  Very strong Microsoft SQL Server      and higher knowledge preferred  Very strong Microsoft Visual Studio      and higher  .NET Framework  .  and higher  Very strong ASP.NET using C#  Very strong XML SOAP Web Services experience  SQL      Analysis Services  Integration Services  or Reporting Services desirable  MCAD MCSD .net  MCPD Certification desirable  Understanding of System Development Lifecycles  including Agile Development  Ability to understand high level architecture and design content  and how it relates to implementation and deployment  Very strong knowledge of and experience in using common design patterns  Very strong ability to develop solutions which integrate various distributed systems  services and products  Moderate knowledge of computerized business application systems  Excellent time and priority management ability  Excellent problem solving analytical abilities for solving program software logic conditions  Very strong verbal  written and listening communications skills  Ability to implement moderately complex application development projects from beginning to end  Ability to work independently with limited supervision  and with other department personnel effectively to accomplish project goals Please forward your resume to rmaresco riverpoint.com.  Please contact Becky Maresco for more details at        33   3 . ,"Kent, WA",4 days ago,.Net Software Engineer
429,HCL America Inc., Hi  Hope you are doing great.Please find job description below.Let me know if you are looking for change and a good time to call you so that we can discuss your salary and I can tell you more about this opportunity. Position   AEM Architect Lead OpeningsBothell  WA Hiring Term   FTE Mandatory Skills   AEM Experience  3   years  Must have handled at least 3   large AEM implementation in AEM  .x  .x. Should have performed role of a Technical Architect for the AEM implementation program with strong Java background. Must know the life cycle of any content management platform implementation program. Must understand the approach from other platform to AEM.  Experience in migration projects.  Design and build components  templates  dialogs  and workflows using the AEM architecture  Sling  CRX  OSGI  JCR .  Experience on AEM workflows   Schedulers  Experience working with REST  Sling and SOAP.  Excellent knowledge on data exchange protocols like JSON and XML.  Must possess thought leadership and analytical thinking ability.  Experience in AEM Backup   restoration  Experience on GIT  Maven  Jenkins or other Build CI tools.  Experience in Static code review tools  Junit  TDD  etc  ,"Bothell, WA",3 weeks ago,AEM Architect/Lead
430,TRIAD Group, I m working with a profitable  growing company that you ve very likely heard of before   but one that is going through some positive changes that you may not be aware of.   Nearly    years old  this company has grown to the point of having over    million unique visitors a month depend on their consumer and B B products and services.  This is done through a graph solution  which ingests well over one billion records per month and provides insights used by some of the biggest brands in the US.Undergoing a shift from an ad driven revenue model to a subscription driven model about a year ago and lead by a new CEO  this company is continuing to strengthen their leadership in their vertical.From a technical perspective  we re looking for   Deep experience writing code for high availability  high volume  distributed systems  Strong skills with server side development with either Java or Scala  Experience with at least one NoSQL data store  Cassandra  Mongo  Riak  etc. There are many details to share  so please submit qualifying resumes for immediate consideration.  ,"Seattle, WA",1 week ago,Sr. Software Engineer - Functional Programming + NoSQL
431,Mainz Brady Group,  Our Client in Bellevue  WA is looking for a talented Data Visualization Software Architect. JOB DUTIESYou will help drive the design of the Company s groundbreaking platform in by working with Product Management to understand  clarify  and prioritize business and user requirements.Facilitate the flow of requirements from Product Management to Product Design and Engineering by acting as a business technology communication bridge and ensuring requirements are sufficiently well specified for both Design and Engineering teams.Working with Engineering to ensure new features are designed and implemented according to established design and architectural standards and practices  and that where necessary  facilitate acceptable tradeoffs .Exploring new features  designs  and technologies that drive innovation into the companies platform. REQUIREMENTSExperience in visualization tools and front end code  HTML  JQuery  JChart  CSS  Highstocks  Cytoscape  Scala  Leaflet desirable.Experience with prototyping and Adobe CS a plus.Experience with Accessibility a plus.Experience in developing high quality end user experiences  in collaborating with interaction visual designers and user researchers  and in preserving design fidelity.Repeated success working with agile teams using well structured agile and UX development practices to deliver high quality software.Search and or relational database as well as big data and cloud experience  Azure  AWS  Hadoop  Accumulo  Spark  etc.  preferred. Are you interested  Please send your resume to Denzel at resumes mbg.comPlease reference JO#EBSA 33  To see a complete listing of all current openings please visit us at www.mbg.com  To download our FREE Mobile Apps  MBG Jobs   visit www.mbg.com mobileapps  ,"Bellevue, WA",1 week ago,Software Architech
432,Hansell Tierney, Hansell Tierney is assisting our client with their search for a Full Stack Software Developer.  Location  Tacoma  WA Duration  Direct Hire The Best Little Company You ve Never Heard Of  That Doesn t Require a Commute Into Seattle    Are you looking for a stable  secure  friendly work environment to take your IT career to the next level  Are you tired of dealing with mergers  acquisitions  and corporate buyouts  Want to work someplace where the people are genuine  and you are not just a number   Our CLIENT in Tacoma  WA might be the place for you.  They are a family owned company of four hundred employees.  They ve been in business for     years  and have low turnover.  Only a    minute commute from West Seattle   and everything south of Renton  our CLIENT is a place where they truly value their employees.Here are just some of the many awards our CLIENT has achieved.Washington s     Best Companies to Work for          Seattle Business Magazine     Family Business Award   Seattle Business MagazineGold Achievement level   Fit Friendly Worksite          American Heart AssociationUS Bank    3 Gold AwardThe Software Developer s main responsibility will be to work on a variety of new and legacy applications that support the business and operations.    Position duties and responsibilities Maintain a high awareness of industry issues and trends  particularly in regards to accessibility  usability and emerging technologies.Developing MVC applications within a .NET that integrate with server side interfaces.Develop in an Agile Team environment using TFS   GitParticipate in discussions with internal clients and team members about technical best practices and help teams define optimal technical solutionsMaintain legacy applications and reportingWork with 3rd party computer software programs and vendors sending  retrieving  and analyzing data.UniVerse data base knowledge.Maintain appropriate confidentiality.Essential Skills and Experience Bachelor s Degree in related discipline preferred.Equivalent experience considered.3+ years  experience in Application Design and DevelopmentCapable of combining systems technical and business perspectivesStrong negotiation  facilitation and consensus building skillsStrong verbal and written communication skillsStrong presentation skills ,"Tacoma, WA",1 day ago,Software Developer - .Net/Database
433,Mainz Brady Group, We have an opening for a Senior Android Developer to join our small  but mighty  product development and incubation team that is building next gen tools. Our goal is to give patients convenient and easy access to healthcare virtually anywhere  anytime.We are looking for talented developers to help us transform Healthcare through technology by being smart  sophisticated  user centric  and measurable. If you want to solve complex problems that make clear and real world impact in people s lives  join us Your work will change healthcare as we know it. You will be building the software that powers an On Demand Healthcare Platform which hosts a variety of complex applications.DAY TO DAY    Apply expertise to improve the healthcare experience for both patients and providers.    Work with customers  designers and UX experts to design and develop solutions to challenging problems  leading teams  and mentor more junior engineers.    Do all this in a way that respects team work  diversity of opinion  and maintains our organization s mission  Know Me  Care for Me  Ease My Way   and core values of Respect  Compassion  Justice  Excellence and StewardshipQUALIFICATIONS   A solid computer science foundation including strong competencies in data structures  algorithms and software design  Experience on the Android Platform including a passion for new technology and mobile applications  Web standards and best practices  Continuous delivery  A demonstrated track record of being a change agent  leaving every team and process better than you found itA LITTLE BIT ABOUT US  A small but growing team within a large well funded organization   we re good at what we do and enjoy working together.  We aren t micro managers. We expect everyone to get their work done  but we will also give you the space and respect you deserve.  An environment that is scrappy  flexible  and values tenacity  Great pay  Generous vacation  benefits  flexible work  and matched retirement  The best and most modern tools money can buySend your resume for an interview Please send your resume to resumes mbg.com and reference JO#AW  Senior Android Developer SeattleMainz Brady Group provides technology staffing solutions to the best known companies in Software Development  Finance  Electronics Manufacturing  Retail  R D  Services  Biotechnology  Healthcare and Telecommunications.We specialize in Information Technology  Technical Sales and Marketing Staffing on a Contract  Contract to Hire  and Direct Hire basis.To see a complete listing of all current openings please visit us at www.mbg.com To download our FREE Mobile Apps  MBG Jobs   visit www.mbg.com mobileapps  ,"Seattle, WA",1 week ago,Sr. Android Developer
434,ENTEGEE, Location  Austin   Seattle  New Hampshire  Pennsylvania    IowaPosition DescriptionSeeking software development professionals with experience in the development of mesh algorithms coupled with multi physics analysis.This position requires the ability to create well designed  high quality  and robust implementations that perform well on distributed memory platforms.The ideal candidate will have a Master s or Phd degree in Engineering  Computer Science  Applied Mathematics  or related discipline.  Several years of experience in the following areas is desired adaptive mesh refinement  AMR  and coarseningunstructured mesh generation  data structures  and mesh techniquesexpertise in writing cohesive  well structured  object oriented  C++ codeIn our search  we will give preferential consideration to those candidates with experience in any of the following areas computational geometryspatial computing and searchengineering simulation softwarean understanding of parallel computer architecturesscientific computing For details contact  John Visconti at jv cae jobs.com or call              CAE Recruiters    years experience in engineering careers. All inquiries are held in the strictest confidence. ,"Seattle, WA",2 weeks ago,"Senior Software Developer, Adaptive Mesh Generation"
435,TRIAD Group, FTE   competitive salary and full benefitsOverview   If you have worked as a Systems Administrator  FTE  at companies that support large enterprise systems such as Microsoft  Expedia  Amazon  Starbucks  etc. but prefer working in a smaller organization with a proven work life balance then this could be an ideal setting for you.   Responsibilities Provide technical expertise in Microsoft stack of technologies including a Windows based desktop server environment  Active Directory  SQL  Exchange  SCCM  SCOM.  Project manage the enterprise level distributed infrastructure and IT tools  supporting global systems.Provide hands on problem solving in Microsoft server platforms  systems management tools  storage systems  and virtualization technologies.Problem solve and maintain high availability systems.Manage disk space  CPU and memory utilization  server patching  server configuration  application and others as required. Qualifications      + years  experience in Microsoft technologies  systems administration  and systems engineering.Bachelor s degree and Certifications preferred.Experienced creating and maintaining Enterprise level distributed systems infrastructure  with an understanding of systems architecture.Hands on leadership of IT infrastructure projects.Strong understanding of network  server and distributed systems  complex infrastructures and diverse hardware and software platforms.Experienced in IT operational complex support tasks and activities for networked environments  including servers  storage operating systems  virtualization  business applications  desktops  telephony  including VOIP   wireless  mobile devices and related appliances peripherals.Experienced with Microsoft technologies  server operating systems  Active Directory  Exchange  SQL  SCCM  SCOM.Prefer experience supporting storage technologies like SAN s  Backup Hardware Software and data replication technologies Please forward a copy of your resume to Bruce Root  TRIAD Group  broot triadgroup.com               ext. 3     ,"Kent, WA",4 days ago,Senior Systems Administrator
