,comp_name,job_description,job_link,job_location,job_posted,job_title
412,"Talent Minds Network, Inc.","<div class=""highlight-black"" id=""jobdescSec"">
<div><span style=""font-family: 'Times New Roman', serif; font-size: medium;""><span style=""color: black;""><strong>FOR LEAD:</strong></span></span></div><div> </div><div><span style=""font-family: 'Times New Roman', serif; font-size: medium;""><span style=""color: black;""><strong>Main skill - Ariba direct sourcing</strong></span></span></div><div><span style=""font-family: 'Times New Roman', serif; font-size: medium;""><span style=""color: black;"">Sourcing process and domain knowledge.  Direct Material Sourcing in high tech industry leveraging outsourced business models.  Understanding of Supplier onboarding from Supplier discovery through contracted part prices process flow.  SAP MM/PP background with Direct Material Sourcing, Supplier Performance, Supplier Quality, Supplier assessment, Contract Management, RFx Event and Sourcing Project Management.  Master data for Sourcing including material master, Bill of Material, and other essential master data.</span></span></div><div><span style=""font-family: 'Times New Roman', serif; font-size: medium;""><span style=""color: black;""> </span></span></div><div><span style=""font-family: 'Times New Roman', serif; font-size: medium;""><span style=""color: black;"">Stakeholder and change management</span></span></div><div><span style=""font-family: 'Times New Roman', serif; font-size: medium;""><span style=""color: black;"">Ability to manage and plan complex projects.  Daily scrum leader.  Resource and capacity planning. </span></span></div><div><span style=""font-family: 'Times New Roman', serif; font-size: medium;""><span style=""color: black;"">Agile way of working. Manage VSTF backlogs and status reporting.  Ability to specify features and users stories, hand on experience</span></span></div><div> </div><div><strong><span style=""font-family: 'Times New Roman', serif; font-size: medium;""><span style=""color: black;"">FOR ANALYST:</span></span></strong></div><div> </div><div><div><span style=""font-family: 'Times New Roman', serif; font-size: medium;""><span style=""color: black;""><strong>Main skill Ariba,  MDG / Basis is secondary</strong></span></span></div><div><span style=""font-family: 'Times New Roman', serif; font-size: medium;""><span style=""color: black;"">SAP Ariba domain for customization &amp; configuration experience.</span><span style=""color: black;""> </span></span></div><div><span style=""font-family: 'Times New Roman', serif; font-size: medium;""><span style=""color: black;"">Manage all deployments and coordination between upstream and downstream systems, System Configuration and System monitoring.  User authorization, user and system access controls.</span></span></div><div><span style=""font-family: 'Times New Roman', serif; font-size: medium;""><span style=""color: black;"">SAP MDG and SAP ECC BASIS expert ; SQL configuration; Agile way of working</span></span></div><div> </div><div><span style=""font-family: 'Times New Roman', serif; font-size: medium;""><span style=""color: black;"">Deepika,</span></span></div><div><span style=""font-family: 'Times New Roman', serif; font-size: medium;""><span style=""color: black;"">214-884-5136.</span></span></div></div>
</div>","https://www.dice.com/jobs/detail/SAP-Ariba-Lead%26%2347-Analyst-Talent-Minds-Network%2C-Inc.-Seattle-WA-98101/90787500/858242?icid=sr413-14p&q=data scientist&l=Seattle, WA","Seattle, WA",1 hour ago,SAP Ariba Lead/ Analyst
413,RiverPoint Group,"<div class=""highlight-black"" id=""jobdescSec"">
<p>RiverPoint Group has an immediate opening for a .Net Software Engineer for a permanent position located in Kent, WA to perform a variety of programming duties, including both new program creation and program maintenance, testing and documentation for application software for the company and clients under direction.  He/She assists in system design and requirements definitions and operates from established departmental systems, programming, testing and documentation standards under general direction.  The Software Engineer II receives moderate supervision, and decisions are restricted to developing solutions to system requirements and program function.  This position involves limited project management and issue management.  LOCAL candidates are only being considered at this time.  US Citizens and those authorized to work in the US are encourage to apply.  We are unable to sponsor Visas at this time.</p><p> </p><p>Responsibilities</p><p>• Provides programming of low to high complexity for web-based or desktop GUIs, statistical reports, database management programs including data conditioning and decision-support systems, desktop database publishing and other database marketing applications.</p><p>• Develops and executes unit tests, integration tests and testing automation.</p><p>• Develops end-to-end solutions of low to moderate complexity, and of high complexity with direction.</p><p>• Performs necessary analysis, including development/elaboration of functional specifications.</p><p>• Assists in the development of system designs and requirements definitions.</p><p>• Provides time quotations on proposed application development or enhancement work.</p><p>• Creates specifications and defines requirements for applications and application enhancements with limited assistance.</p><p>• Provides limited assistance and training to other personnel in the I.S. Department as required.</p><p>• Participates in development of I.S. Department internal standards, operating procedures, tactical and strategic planning. </p><p>• Develops supporting application and process documentation for client and internal applications under direction of Sr. Software Engineer or Director, I.S. </p><p>• Provides training on applications where necessary. </p><p>• Automates and deploys applications in a production environment.</p><p>• Provides network hardware/software support as required.</p><p>• Understands and operates under departmental systems, programming, testing and documentation standards; provides limited assistance in the development of departmental standards.</p><p> </p><p>Qualifications</p><p>• This position requires a Bachelor’s degree and a minimum of 5-7 years of technical programming experience, or a relevant combination of education and experience.</p><p>• Very strong Microsoft SQL Server 2005 and higher knowledge preferred</p><p>• Very strong Microsoft Visual Studio 2005 and higher</p><p>• .NET Framework 2.0 and higher</p><p>• Very strong ASP.NET using C#</p><p>• Very strong XML/SOAP/Web Services experience</p><p>• SQL 2005 Analysis Services, Integration Services, or Reporting Services desirable</p><p>• MCAD/MCSD(.net)/MCPD Certification desirable</p><p>• Understanding of System Development Lifecycles, including Agile Development</p><p>• Ability to understand high-level architecture and design content, and how it relates to implementation and deployment</p><p>• Very strong knowledge of and experience in using common design patterns</p><p>• Very strong ability to develop solutions which integrate various distributed systems, services and products</p><p>• Moderate knowledge of computerized business application systems</p><p>• Excellent time and priority management ability</p><p>• Excellent problem-solving/analytical abilities for solving program software logic conditions</p><p>• Very strong verbal, written and listening communications skills</p><p>• Ability to implement moderately complex application development projects from beginning to end</p><p>• Ability to work independently with limited supervision, and with other department personnel effectively to accomplish project goals</p><p> </p><p>Please forward your resume to <a href=""mailto:rmaresco@riverpoint.com"">rmaresco@riverpoint.com</a>.  Please contact Becky Maresco for more details at (847) 233-7630.</p>
</div>","https://www.dice.com/jobs/detail/.Net-Software-Engineer-RiverPoint-Group-Kent-WA-98030/riverpt/net-kent?icid=sr414-14p&q=data scientist&l=Seattle, WA","Kent, WA",1 week ago,.Net Software Engineer
414,Mainz Brady Group,"<div class=""highlight-black"" id=""jobdescSec"">
<p>We’re looking for an iOS developer to join out DT Seattle Team. We are working on a great new video streaming product that makes obtaining an advanced degree, a reality for as many people as possible! This is your chance to work on an app that will actually make a positive impact on people's lives.</p><p><br/>Expected Qualifications</p><p>5+ years industry experience, in iOS development. (Currently on Objective-C, but making the change to Swift)<br/>A willingness to take on, drive, own and maintain a variety of large and small projects<br/>Experience building world class iOS applications from the UI/presentation layer all the way down to the APIs. (Backend is done is .NET)<br/>BS in Computer Science or a related degree: or at least a solid foundation in computer science fundamentals (ie: data structures, algorithms, object oriented design, software engineering principles and the software development process)<br/>Micromanagement is not our style. Person needs to have the ability to thrive with little to no over-sight.</p><p> </p><p>Extra credit:</p><p>Experience with MacOS development is a huge plus<br/>Familiarity with modern cloud/service architecture<br/>Familiarity with windows development<br/>Experience with Swift</p><p>Send your resume for an interview!</p><p>Please send your resume to <a href=""mailto:resumes@mbg.com"">resumes@mbg.com</a> and reference JO#MJD- iOS Developer Seattle</p><p><br/>To see a complete listing of all current openings please visit our website at <a href=""http://www.mbg.com"">www.mbg.com</a>. Mainz Brady Group, a technology staffing firm, is recognized as a leader in comprehensive employment and staffing solutions to the best known companies in Software Development, Finance, Electronics/Manufacturing, Retail, R&amp;D, Services, Government, Biotechnology, Healthcare and Telecommunications. We specialize in Information Technology, Technical Sales &amp; Marketing and Human Resources staffing - on a Contract, Contract to Hire, and Direct Hire basis. <br/>At Mainz Brady Group, our experienced professional Technology Staffing Specialists take great pride in our ability to give our clients the very best talent available and, in doing so; we are able to offer the best career choices for our candidates. <br/>We look forward to working with you!</p>
</div>","https://www.dice.com/jobs/detail/iOS-Developer-%26%2345-Education-App-Mainz-Brady-Group-Seattle-WA-98104/10114266/823389?icid=sr415-14p&q=data scientist&l=Seattle, WA","Seattle, WA",2 weeks ago,iOS Developer - Education App
415,Net2Source Inc.,"<div class=""highlight-black"" id=""jobdescSec"">
<p>Hi,           </p><p>My name is Alun, I am a resource professional with Net2Source, Inc.Net2Source is a national recruiting company which partners with many of the leading employers in the IT, Financial Services, Pharma and many more sectors; feel free to check us out at <a href=""http://www.net2source.com"">www.net2source.com</a>    </p><p> </p><p>I am really interested to talk through a great employment opportunity with you, if you could please call Ph# (201)492.6545to discuss as soon as possible.</p><p> </p><p><strong>Job Title: Technology Architect-Java, SOA</strong></p><p><strong>Duration: Full Time Opportunity</strong></p><p><strong>Work Location: Tukwila, WA</strong></p><p> </p><p><strong>Qualifications:</strong></p><ul><li>Bachelor’s degree or foreign equivalent required from an accredited institution. Will also consider three years of progressive experience in the specialty in lieu of every year of education.</li><li>At least 7 years of experience with Information Technology</li></ul><p> </p><p><strong>Preferred:</strong></p><ul><li>At least 3 years of hands-on Software Development experience in Java/J2EE platform</li><li>At least 2 years of hands on architecture, design &amp; development experience in Micro Services, SOA &amp; any Native Cloud Architecture.</li><li>Knowledge on Pivotal Cloud Foundry (PCF) is a plus</li><li>Experience in working with XML, HTML5, and JavaScript frameworks.</li><li>Knowledge on at least one Relational Databases and ORM technologies</li><li>Experience in designing and developing web/Data Warehouse applications.</li><li>Good working knowledge of OO concepts, Design Patterns, UML.</li><li>Experience in working in Agile Development Methodologies</li><li>Experience with continuous integration and build tools such as Ant, Maven, Jenkins, etc.</li><li>Experience with Red hat Linux, Unix or Windows operating systems</li><li>Experience with application performance tuning, debugging and troubleshooting</li><li>Experience in working with Geo-diversified teams</li><li>Excellent Oral and Written communication skills, Customer Interfacing Skills and Documentation Skills</li><li>Ability to communicate complex ideas to technical and non-technical audience.</li></ul><p> </p><p> </p><p><strong>Thanks&amp;Regards,</strong></p><p><strong>Alun Doungel</strong></p><p><strong>US IT Recruiter</strong></p><p>Net2Source Inc.</p><p><strong>Direct: 201.492.6545 </strong></p><p><strong>Work: </strong>(201) 340.8700 x 556<strong> |</strong> <strong> Fax: </strong>(201) 221-8131</p><p><strong>Email</strong>: <a href=""mailto:alun@net2source.com"">alun@net2source.com</a></p><p><strong> </strong></p><p><strong>Address: </strong>One Evertrust Plaza, Suite # 305, Jersey City, NJ - 07302</p><p><strong>Website: </strong><a href=""http://www.net2source.com/"">www.net2source.com</a></p><p><strong> </strong></p><p><strong> </strong></p><p>To unsubscribe from Net2Source mailing list, click <a href=""https://www.surveymonkey.com/r/unsubscribe_N2S"">here</a></p>
</div>","https://www.dice.com/jobs/detail/Technology-Architect%26%2345Java%2C-SOA-Net2Source-Inc.-Tukwila-WA-98108/10271304/820475?icid=sr416-14p&q=data scientist&l=Seattle, WA","Tukwila, WA",4 days ago,"Technology Architect-Java, SOA"
416,ENTEGEE,"<div class=""highlight-black"" id=""jobdescSec"">
<p><strong>Location: </strong>Austin,  Seattle, New Hampshire, Pennsylvania, - Iowa</p><p><strong>Position Description</strong></p><p>Seeking software development professionals with experience in the development of mesh algorithms coupled with multi-physics analysis.</p><p>This position requires the ability to create well-designed, high-quality, and robust implementations that perform well on distributed memory platforms.</p><p>The ideal candidate will have a Master’s or Phd degree in Engineering, Computer Science, Applied Mathematics, or related discipline.  Several years of experience in the following areas is desired:</p><ul><li>adaptive mesh refinement (AMR) and coarsening</li><li>unstructured mesh generation, data structures, and mesh techniques</li><li>expertise in writing cohesive, well-structured, object-oriented, C++ code</li></ul><p>In our search, we will give preferential consideration to those candidates with experience in any of the following areas:</p><ul><li>computational geometry</li><li>spatial computing and search</li></ul><ul><li>engineering simulation software</li><li>an understanding of parallel computer architectures</li><li>scientific computing</li></ul><p> </p><p>For details contact: John Visconti at jv@cae-jobs.com or call 978-667-6680 CAE Recruiters 25 years experience in engineering careers. All inquiries are held in the strictest confidence.</p>
</div>","https://www.dice.com/jobs/detail/Senior-Software-Developer%2C-Adaptive-Mesh-Generation-ENTEGEE-Seattle-WA-98104/10489602/723516?icid=sr417-14p&q=data scientist&l=Seattle, WA","Seattle, WA",2 weeks ago,"Senior Software Developer, Adaptive Mesh Generation"
417,ENTEGEE,"<div class=""highlight-black"" id=""jobdescSec"">
<p><strong>Location: </strong>Austin,  Seattle, New Hampshire, Pennsylvania, - Iowa</p><p><strong>Position Description</strong></p><p>Seeking software development professionals with experience in the development of mesh algorithms coupled with multi-physics analysis.</p><p>This position requires the ability to create well-designed, high-quality, and robust implementations that perform well on distributed memory platforms.</p><p>The ideal candidate will have a Master’s or Phd degree in Engineering, Computer Science, Applied Mathematics, or related discipline.  Several years of experience in the following areas is desired:</p><ul><li>adaptive mesh refinement (AMR) and coarsening</li><li>unstructured mesh generation, data structures, and mesh techniques</li><li>expertise in writing cohesive, well-structured, object-oriented, C++ code</li></ul><p>In our search, we will give preferential consideration to those candidates with experience in any of the following areas:</p><ul><li>computational geometry</li><li>spatial computing and search</li></ul><ul><li>engineering simulation software</li><li>an understanding of parallel computer architectures</li><li>scientific computing</li></ul><p> </p><p>For details contact: John Visconti at jv@cae-jobs.com or call 978-667-6680 CAE Recruiters 25 years experience in engineering careers. All inquiries are held in the strictest confidence.</p>
</div>","https://www.dice.com/jobs/detail/Senior-Software-Developer%2C-Adaptive-Mesh-Generation-ENTEGEE-Seattle-WA-98104/10489602/723512?icid=sr418-14p&q=data scientist&l=Seattle, WA","Seattle, WA",2 weeks ago,"Senior Software Developer, Adaptive Mesh Generation"
418,Celedon Partners,"<div class=""highlight-black"" id=""jobdescSec"">
<br/><span style=""font-size:10pt;"">Celedon Partners is looking for a talented and experienced Jr/Mid-Level CRM Developer with a passion for making a direct difference and eagerness to accelerate their career in a small and growing consulting company. </span><br/><span style=""font-size:10pt;"">This is an opportunity to wear many hats and surround yourself with experts with a proven track record. The ideal candidate would be a Jack/Jane-of-all-trades developer that enjoys systems automation and creating efficiencies – doing more with less, and also likes to work on process improvement. You love explaining why certain features and/or configurations are the best fit. </span><span style=""font-size:10pt;"">You love the fast pace nature of working with different clients in different industries and understand that a bit of travel and spontaneous changes are what make consulting exciting and fun!</span><br/><span style=""font-size:10pt;"">We take pride in our ability and desire to mentor. You will join our existing team of extremely talented developers and consultants and have an incredible opportunity to learn and advance your career at a pace that is rarely achievable outside of an environment like this. We are open to a wide range of candidates that have some combination of the skills and traits below. We hope to find someone that has a passion for technology and is looking for the right opportunity to grow professionally in a company like ours.</span><br/><span style=""color:#252525;font-size:10pt;"">We operate nationally with our consultants based out of Seattle, WA and Columbia, MD. You will work partially at client sites and spend the remainder of time working at our Bothell office. You may work remotely at times. </span><br/><strong><span style=""color:#76923c;font-size:12pt;"">Ideal Candidates</span></strong><ul><li><span style=""color:#252525;font-size:10pt;"">3+ years developing in .NET, C#, and JavaScript languages</span><span style=""font-size:10pt;""> with SQL skills in writing queries and understanding data models</span></li><li><span style=""color:#252525;font-size:10pt;"">Experience implementing Microsoft Dynamics CRM or Salesforce.com is desired</span><span style=""font-size:10pt;"">, </span><span style=""color:#252525;font-size:10pt;"">certified is highly desired</span></li><li><span style=""color:#252525;font-size:10pt;"">Experience with consulting is preferred</span></li><li><span style=""color:#252525;font-size:10pt;"">Experience with APEX, SOQL, Heruko or VisualForce is a bonus</span></li><li><span style=""font-size:10pt;"">Possess a winning combination of personality and technical know-how</span></li><li><span style=""font-size:10pt;"">Stays on task, meets deadlines and can quickly prioritize what needs be done</span></li><li><span style=""font-size:10pt;"">Enjoys new technologies and trying things out just for the fun of it</span></li><li><span style=""font-size:10pt;"">Brings highly creative and analytical ideas to the table where the ideas flow fast and furious</span></li><li><span style=""font-size:10pt;"">Accepts constructive criticism willingly and are open to following directions</span></li><li><span style=""font-size:10pt;"">Relishes in solving complex business problems using a variety of technologies</span></li><li><span style=""font-size:10pt;"">Takes pride in the code they present and driving quality results</span></li><li><span style=""font-size:10pt;"">Are personable and at ease when presenting ideas to others </span></li><li><span style=""font-size:10pt;"">Thrive in a chaotic, work hard, play hard environment</span></li><li><span style=""font-size:10pt;"">Pitches in wherever they can help and comfortable both in a team and flying solo</span></li><li><span style=""font-size:10pt;"">Embraces the challenge and opportunity of joining a company on the ground floor and growing with us!</span></li></ul><br/><strong><span style=""color:#76923c;font-size:12pt;"">What Celedon Offers You</span></strong><ul><li><span style=""font-size:10pt;"">The chance to work with experienced technology entrepreneurs who have successfully grown companies before.</span></li><li><span style=""font-size:10pt;"">Plenty of opportunity to learn as well as apply your talents and previous experience.</span></li><li><span style=""font-size:10pt;"">A fun and laid-back yet highly demanding work environment.</span></li><li><span style=""font-size:10pt;"">Awesome coworkers who care about their work and each other.</span></li><li><span style=""font-size:10pt;"">Generous benefits for full time employees (health, vision, dental, paid time off, disability) which should grow as we grow.</span></li></ul><br/><strong><span style=""color:#76923c;font-size:12pt;"">The Benefits</span></strong><ul><li><span style=""font-size:10pt;"">Bonus Plan</span></li><li><span style=""font-size:10pt;"">Paid Time Off (PTO)</span></li><li><span style=""font-size:10pt;"">Paid Holidays</span></li><li><span style=""font-size:10pt;"">401(k) Retirement Plan</span></li><li><span style=""font-size:10pt;"">Health, Dental, Vision, Life, as well as, Short Term and Long Term Disability insurance</span></li><li><span style=""font-size:10pt;"">Monetary assistance with training and certifications</span></li></ul><br/><span style=""font-size:10pt;"">You can find out more about us at <a href=""http://www.celedonpartners.com/"">www.celedonpartners.com</a>.</span><br/><span style=""font-size:10pt;"">If you are fun loving, a hard worker, have a natural aptitude for technology, and are excited about the opportunity to learn multiple aspects of the consulting business with a proven team, we encourage you to apply and we look forward to meeting you! </span>
</div>","https://www.dice.com/jobs/detail/Mid%26%2345Level-CRM-Developer-Celedon-Partners-Bothell-WA-98011/10523315/cpx521l21ih-878464?icid=sr419-14p&q=data scientist&l=Seattle, WA","Bothell, WA",1 week ago,Mid-Level CRM Developer
419,"Adi WorldLink, LLC","<div class=""highlight-black"" id=""jobdescSec"">
<p><strong><span style=""text-decoration: underline;"">Software Development Engineer Backend</span></strong></p><p> </p><p>Our Client is to build the industry leading e-commerce platform for their website, to enables best in class consumer experience and seamless purchase experience. They build high scalability; low latency system, which are inherently reliable and fault tolerant, developed on top of micro services and modern UI frameworks. Join their fast paced and highly collaborative team to build APIs, Front end web experience, tools and applications that power, extend and showcase Samsung.com Platform, learn and enjoy and grow.</p><p>They are committed to bring passion and customer focus to the business of enterprise applications. We work hard in fast paced environment, challenge the status quo and relentlessly strive for excellence, yet we like to have a good time, with a fun filled atmosphere.</p><p> </p><p><strong>What we are looking for </strong></p><ul><li>Translation of complex functional and technical requirements into detailed architecture and design.</li><li>Responsible for the over-all systems architecture, scalability, reliability, and performance.</li><li>Developing and delivering quality services and solutions using Java, HTTP, REST, RDBMS, No SQL and other web technologies.</li><li>Maintaining current technical knowledge to support rapidly changing technology.</li><li>Candidate must be able to work with a minimum of technical supervision and supplemental engineering support<p> </p></li></ul><p><strong>Qualifications</strong></p><ul><li>Masters/Bachelors degree in computer science or equivalent experience.</li><li><p> </p></li></ul><p><strong>Work experience must have included:</strong></p><ul><li>Core competencies in Java and/or C++</li><li>Familiarity with scripting languages such as Ruby, Perl or Python</li><li>Expertise in building REST based reactive micro services platform</li><li>Understanding of Map Reduce and other distributed algorithms</li><li>Experience and through understanding of relational databases such as MySQL, PostgreSQL</li><li>Familiarly with event/message driven system design and architecture</li><li>Strong knowledge of data structures, algorithms, enterprise systems, and asynchronous architectures</li><li>Excellent verbal and written communication skills.</li><li>Proven track record on delivering results, especially in the area of writing high-performance, reliable and maintainable code.</li><li>Expertise in Devops process and tooling for deployment, monitoring and site reliability engineering</li><li>Familiar with managing applications in cloud. </li><li>Ability to work well in a team environment and be able to effectively drive cross-team solutions that have complex dependencies and requirements.</li><li>Excellent written and verbal communication skills</li></ul>
</div>","https://www.dice.com/jobs/detail/Backend-Java-Developer-Adi-WorldLink%2C-LLC-Bellevue-WA-98004/10118594/830370?icid=sr420-14p&q=data scientist&l=Seattle, WA","Bellevue, WA",1 week ago,Backend Java Developer
420,Net2Source Inc.,"<div class=""highlight-black"" id=""jobdescSec"">
<p>Hi,           </p><p>My name is Alun, I am a resource professional with Net2Source, Inc.Net2Source is a national recruiting company which partners with many of the leading employers in the IT, Financial Services, Pharma and many more sectors; feel free to check us out at <a href=""http://www.net2source.com"">www.net2source.com</a>    </p><p> </p><p>I am really interested to talk through a great employment opportunity with you, if you could please call Ph# (201)492.6545to discuss as soon as possible.</p><p> </p><p><strong>Job Title: Technology Architect-Java, SOA</strong></p><p><strong>Duration: Full Time Opportunity</strong></p><p><strong>Work Location: Tukwila, WA</strong></p><p> </p><p><strong>Qualifications:</strong></p><ul><li>Bachelor’s degree or foreign equivalent required from an accredited institution. Will also consider three years of progressive experience in the specialty in lieu of every year of education.</li><li>At least 7 years of experience with Information Technology</li></ul><p> </p><p><strong>Preferred:</strong></p><ul><li>At least 3 years of hands-on Software Development experience in Java/J2EE platform</li><li>At least 2 years of hands on architecture, design &amp; development experience in Micro Services, SOA &amp; any Native Cloud Architecture.</li><li>Knowledge on Pivotal Cloud Foundry (PCF) is a plus</li><li>Experience in working with XML, HTML5, and JavaScript frameworks.</li><li>Knowledge on at least one Relational Databases and ORM technologies</li><li>Experience in designing and developing web/Data Warehouse applications.</li><li>Good working knowledge of OO concepts, Design Patterns, UML.</li><li>Experience in working in Agile Development Methodologies</li><li>Experience with continuous integration and build tools such as Ant, Maven, Jenkins, etc.</li><li>Experience with Red hat Linux, Unix or Windows operating systems</li><li>Experience with application performance tuning, debugging and troubleshooting</li><li>Experience in working with Geo-diversified teams</li><li>Excellent Oral and Written communication skills, Customer Interfacing Skills and Documentation Skills</li><li>Ability to communicate complex ideas to technical and non-technical audience.</li></ul><p> </p><p> </p><p><strong>Thanks&amp;Regards,</strong></p><p><strong>Alun Doungel</strong></p><p><strong>US IT Recruiter</strong></p><p>Net2Source Inc.</p><p><strong>Direct: 201.492.6545 </strong></p><p><strong>Work: </strong>(201) 340.8700 x 556<strong> |</strong> <strong> Fax: </strong>(201) 221-8131</p><p><strong>Email</strong>: <a href=""mailto:alun@net2source.com"">alun@net2source.com</a></p><p><strong> </strong></p><p><strong>Address: </strong>One Evertrust Plaza, Suite # 305, Jersey City, NJ - 07302</p><p><strong>Website: </strong><a href=""http://www.net2source.com/"">www.net2source.com</a></p><p><strong> </strong></p><p><strong> </strong></p><p>To unsubscribe from Net2Source mailing list, click <a href=""https://www.surveymonkey.com/r/unsubscribe_N2S"">here</a></p>
</div>","https://www.dice.com/jobs/detail/Technology-Architect%26%2345Java%2C-SOA-Net2Source-Inc.-Tukwila-WA-98108/10271304/820475?icid=sr421-15p&q=data scientist&l=Seattle, WA","Tukwila, WA",4 days ago,"Technology Architect-Java, SOA"
421,RiverPoint Group,"<div class=""highlight-black"" id=""jobdescSec"">
<p>RiverPoint Group has an immediate opening for a .Net Software Engineer for a permanent position located in Kent, WA to perform a variety of programming duties, including both new program creation and program maintenance, testing and documentation for application software for the company and clients under direction.  He/She assists in system design and requirements definitions and operates from established departmental systems, programming, testing and documentation standards under general direction.  The Software Engineer II receives moderate supervision, and decisions are restricted to developing solutions to system requirements and program function.  This position involves limited project management and issue management.  LOCAL candidates are only being considered at this time.  US Citizens and those authorized to work in the US are encourage to apply.  We are unable to sponsor Visas at this time.</p><p> </p><p>Responsibilities</p><p>• Provides programming of low to high complexity for web-based or desktop GUIs, statistical reports, database management programs including data conditioning and decision-support systems, desktop database publishing and other database marketing applications.</p><p>• Develops and executes unit tests, integration tests and testing automation.</p><p>• Develops end-to-end solutions of low to moderate complexity, and of high complexity with direction.</p><p>• Performs necessary analysis, including development/elaboration of functional specifications.</p><p>• Assists in the development of system designs and requirements definitions.</p><p>• Provides time quotations on proposed application development or enhancement work.</p><p>• Creates specifications and defines requirements for applications and application enhancements with limited assistance.</p><p>• Provides limited assistance and training to other personnel in the I.S. Department as required.</p><p>• Participates in development of I.S. Department internal standards, operating procedures, tactical and strategic planning. </p><p>• Develops supporting application and process documentation for client and internal applications under direction of Sr. Software Engineer or Director, I.S. </p><p>• Provides training on applications where necessary. </p><p>• Automates and deploys applications in a production environment.</p><p>• Provides network hardware/software support as required.</p><p>• Understands and operates under departmental systems, programming, testing and documentation standards; provides limited assistance in the development of departmental standards.</p><p> </p><p>Qualifications</p><p>• This position requires a Bachelor’s degree and a minimum of 5-7 years of technical programming experience, or a relevant combination of education and experience.</p><p>• Very strong Microsoft SQL Server 2005 and higher knowledge preferred</p><p>• Very strong Microsoft Visual Studio 2005 and higher</p><p>• .NET Framework 2.0 and higher</p><p>• Very strong ASP.NET using C#</p><p>• Very strong XML/SOAP/Web Services experience</p><p>• SQL 2005 Analysis Services, Integration Services, or Reporting Services desirable</p><p>• MCAD/MCSD(.net)/MCPD Certification desirable</p><p>• Understanding of System Development Lifecycles, including Agile Development</p><p>• Ability to understand high-level architecture and design content, and how it relates to implementation and deployment</p><p>• Very strong knowledge of and experience in using common design patterns</p><p>• Very strong ability to develop solutions which integrate various distributed systems, services and products</p><p>• Moderate knowledge of computerized business application systems</p><p>• Excellent time and priority management ability</p><p>• Excellent problem-solving/analytical abilities for solving program software logic conditions</p><p>• Very strong verbal, written and listening communications skills</p><p>• Ability to implement moderately complex application development projects from beginning to end</p><p>• Ability to work independently with limited supervision, and with other department personnel effectively to accomplish project goals</p><p> </p><p>Please forward your resume to <a href=""mailto:rmaresco@riverpoint.com"">rmaresco@riverpoint.com</a>.  Please contact Becky Maresco for more details at (847) 233-7630.</p>
</div>","https://www.dice.com/jobs/detail/.Net-Software-Engineer-RiverPoint-Group-Kent-WA-98030/riverpt/net-kent?icid=sr422-15p&q=data scientist&l=Seattle, WA","Kent, WA",1 week ago,.Net Software Engineer
422,Mainz Brady Group,"<div class=""highlight-black"" id=""jobdescSec"">
<p> </p><p>Our Client in <strong>Bellevue, WA</strong> is looking for a talented <strong>Data Visualization Software Architect</strong>.</p><p> </p><p><strong>JOB DUTIES</strong></p><ul><li>You will help drive the design of the Company's groundbreaking platform in by working with Product Management to understand, clarify, and prioritize business and user requirements.</li><li>Facilitate the flow of requirements from Product Management to Product Design and Engineering by acting as a business/technology communication bridge and ensuring requirements are sufficiently well specified for both Design and Engineering teams.</li><li>Working with Engineering to ensure new features are designed and implemented according to established design and architectural standards and practices (and that where necessary, facilitate acceptable tradeoffs).</li><li>Exploring new features, designs, and technologies that drive innovation into the companies platform.</li></ul><p><strong> </strong></p><p><strong>REQUIREMENTS</strong></p><ul><li>Experience in visualization tools and front-end code: HTML, JQuery, JChart, CSS, Highstocks, Cytoscape, Scala, Leaflet desirable.</li><li>Experience with prototyping and Adobe CS a plus.</li><li>Experience with Accessibility a plus.</li><li>Experience in developing high-quality end-user experiences, in collaborating with interaction/visual designers and user researchers, and in preserving design fidelity.</li><li>Repeated success working with agile teams using well-structured agile and UX development practices to deliver high-quality software.</li><li>Search and/or relational database as well as big data and cloud experience (Azure, AWS, Hadoop, Accumulo, Spark, etc.) preferred.</li></ul><p> </p><p><strong>Are you interested? </strong></p><p>Please send your resume to Denzel at resumes@mbg.com</p><p>Please reference JO#EBSA2334</p><p> </p><p>To see a complete listing of all current openings please visit us at www.mbg.com/</p><p> </p><p>To download our FREE Mobile Apps (MBG Jobs), visit www.mbg.com/mobileapps</p><p> </p>
</div>","https://www.dice.com/jobs/detail/Software-Architech-Mainz-Brady-Group-Bellevue-WA-98004/10114266/845331?icid=sr423-15p&q=data scientist&l=Seattle, WA","Bellevue, WA",1 week ago,Software Architech
